Day,Len,State,EV,Dem,GOP,Ind,Date,,,,,,,,Pollster
 75.0,3,Oregon,7,50,41,,Mar 16,,,,,,,,SurveyUSA-3
 58.0,3,Oregon,7,49,41,,Feb 28,,,,,,,,SurveyUSA-3
 47.0,3,Oregon,7,48,47,,Feb 17,,,,,,,,SurveyUSA-3
 44.0,1,Oregon,7,49,40,,Feb 13,,,,,,,,Rasmussen-1
 43.5,12,Oregon,7,46,38,,Feb 18,,,,,,,,Riley Res.-12
 12.0,3,Oregon,7,47,47,,Jan 13,,,,,,,,SurveyUSA-3
  1.0,1,Oregon,7,52,48,,Jan 01,,,,,,,,Election 2004-1
276.0,5,Pennsylvania,21,50,40,,Oct 04,,,,,,,,Muhlenberg Coll.-5
272.0,1,Pennsylvania,21,50,42,,Sep 28,,,,,,,,Rasmussen-1
272.0,3,Pennsylvania,21,54,39,,Sep 29,,,,,,,,Quinnipiac U.-3
271.0,5,Pennsylvania,21,49,41,,Sep 29,,,,,,,,Muhlenberg Coll.-5
269.5,6,Pennsylvania,21,48,43,,Sep 28,,,,,,,,Franklin+Marshall Coll.-6
268.0,1,Pennsylvania,21,49,45,,Sep 24,,,,,,,,Rasmussen-1
267.5,2,Pennsylvania,21,50,44,,Sep 24,,,,,,,,SurveyUSA-2
267.0,5,Pennsylvania,21,47,43,,Sep 25,,,,,,,,Muhlenberg Coll.-5
266.0,3,Pennsylvania,21,53,44,,Sep 23,,,,,,,,Opinion Research-3
265.0,1,Pennsylvania,21,48,45,,Sep 21,,,,,,,,Rasmussen-1
265.0,3,Pennsylvania,21,50,46,,Sep 22,,,,,,,,ARG-3
264.0,5,Pennsylvania,21,43,41,,Sep 22,,,,,,,,FD-5
261.0,3,Pennsylvania,21,46,44,,Sep 18,,,,,,,,Mason-Dixon-3
259.5,4,Pennsylvania,21,45,45,,Sep 17,,,,,,,,U. of Wisconsin-4
258.0,1,Pennsylvania,21,47,47,,Sep 14,,,,,,,,Rasmussen-1
257.0,5,Pennsylvania,21,49,44,,Sep 15,,,,,,,,Marist Coll.-5
251.0,1,Pennsylvania,21,47,45,,Sep 07,,,,,,,,Rasmussen-1
251.0,5,Pennsylvania,21,48,45,,Sep 09,,,,,,,,Quinnipiac U.-5
238.0,3,Pennsylvania,21,48,43,,Aug 26,,,,,,,,Opinion Research-3
233.5,8,Pennsylvania,21,49,42,,Aug 24,,,,,,,,Quinnipiac U.-8
232.0,1,Pennsylvania,21,45,40,,Aug 19,,,,,,,,Rasmussen-1
225.5,4,Pennsylvania,21,46,41,,Aug 14,,,,,,,,Susquehanna Polling-4
220.0,7,Pennsylvania,21,46,41,,Aug 10,,,,,,,,Franklin+Marshall Coll.-7
208.0,7,Pennsylvania,21,49,42,,Jul 29,,,,,,,,Quinnipiac U.-7
205.0,1,Pennsylvania,21,47,42,,Jul 23,,,,,,,,Rasmussen-1
174.0,1,Pennsylvania,21,46,42,,Jun 22,,,,,,,,Rasmussen-1
164.5,8,Pennsylvania,21,52,40,,Jun 16,,,,,,,,Quinnipiac U.-8
142.0,1,Pennsylvania,21,45,43,,May 21,,,,,,,,Rasmussen-1
138.0,3,Pennsylvania,21,48,40,,May 18,,,,,,,,SurveyUSA-3
137.5,8,Pennsylvania,21,46,40,,May 20,,,,,,,,Quinnipiac U.-8
124.5,6,Pennsylvania,21,46,39,,May 06,,,,,,,,Susquehanna Polling-6
117.0,7,Pennsylvania,21,47,38,,Apr 29,,,,,,,,Quinnipiac U.-7
115.0,1,Pennsylvania,21,43,44,,Apr 24,,,,,,,,Rasmussen-1
100.0,1,Pennsylvania,21,47,39,,Apr 09,,,,,,,,Rasmussen-1
 93.5,14,Pennsylvania,21,47,40,,Apr 09,,,,,,,,Temple U.-14
 87.5,8,Pennsylvania,21,43,39,,Mar 31,,,,,,,,Quinnipiac U.-8
 70.0,1,Pennsylvania,21,43,44,,Mar 10,,,,,,,,Rasmussen-1
 67.5,6,Pennsylvania,21,41,45,,Mar 10,,,,,,,,Susquehanna Polling-6
 58.0,3,Pennsylvania,21,42,47,,Feb 28,,,,,,,,SurveyUSA-3
 46.5,6,Pennsylvania,21,43,44,,Feb 18,,,,,,,,Franklin+Marshall Coll.-6
 45.0,1,Pennsylvania,21,49,39,,Feb 14,,,,,,,,Rasmussen-1
 44.0,9,Pennsylvania,21,39,42,,Feb 17,,,,,,,,Muhlenberg Coll.-9
 40.0,7,Pennsylvania,21,42,41,,Feb 12,,,,,,,,Quinnipiac U.-7
  8.0,1,Pennsylvania,21,38,46,,Jan 08,,,,,,,,Rasmussen-1
  1.0,1,Pennsylvania,21,51,49,,Jan 01,,,,,,,,Election 2004-1
274.5,2,Rhode Island,4,48,26,,Oct 01,,,,,,,,Opinion Factor-2
259.5,2,Rhode Island,4,47,34,,Sep 16,,,,,,,,Brown U.-2
257.0,1,Rhode Island,4,58,39,,Sep 13,,,,,,,,Rasmussen-1
256.0,3,Rhode Island,4,59,33,,Sep 13,,,,,,,,ARG-3
232.0,3,Rhode Island,4,51,30,,Aug 20,,,,,,,,Brown U.-3
182.0,1,Rhode Island,4,55,31,,Jun 30,,,,,,,,Rasmussen-1
174.5,10,Rhode Island,4,53,25,,Jun 27,,,,,,,,Rhode Island Coll.-10
 58.0,3,Rhode Island,4,53,38,,Feb 28,,,,,,,,SurveyUSA-3
  1.0,1,Rhode Island,4,60,39,,Jan 01,,,,,,,,Election 2004-1
267.0,3,South Carolina,8,39,54,,Sep 24,,,,,,,,Research 2000-3
265.5,2,South Carolina,8,39,58,,Sep 22,,,,,,,,SurveyUSA-2
262.0,1,South Carolina,8,45,51,,Sep 18,,,,,,,,Rasmussen-1
259.5,4,South Carolina,8,37,59,,Sep 17,,,,,,,,ARG-4
204.5,2,South Carolina,8,40,53,,Jul 23,,,,,,,,Research 2000-2
157.0,1,South Carolina,8,39,48,,Jun 05,,,,,,,,Rasmussen-1
 58.0,3,South Carolina,8,45,48,,Feb 28,,,,,,,,SurveyUSA-3
  1.0,1,South Carolina,8,41,58,,Jan 01,,,,,,,,Election 2004-1
264.0,3,South Dakota,3,39,55,,Sep 21,,,,,,,,ARG-3
253.0,1,South Dakota,3,37,54,,Sep 09,,,,,,,,Rasmussen-1
191.0,1,South Dakota,3,43,47,,Jul 09,,,,,,,,Rasmussen-1
 89.0,11,South Dakota,3,34,51,,Apr 03,,,,,,,,Dakota Wesleyan U.-11
 64.0,1,South Dakota,3,38,48,,Mar 04,,,,,,,,Rasmussen-1
 58.0,3,South Dakota,3,43,47,,Feb 28,,,,,,,,SurveyUSA-3
  1.0,1,South Dakota,3,38,60,,Jan 01,,,,,,,,Election 2004-1
273.0,1,Tennessee,11,39,58,,Sep 29,,,,,,,,Rasmussen-1
267.0,3,Tennessee,11,39,55,,Sep 24,,,,,,,,Mason-Dixon-3
265.0,13,Tennessee,11,35,55,,Sep 27,,,,,,,,Middle Tenn. State U.-13
265.0,13,Tennessee,11,36,48,,Sep 27,,,,,,,,Middle Tenn. State U.-13
261.5,4,Tennessee,11,36,59,,Sep 19,,,,,,,,ARG-4
233.0,1,Tennessee,11,32,56,,Aug 20,,,,,,,,Rasmussen-1
176.0,1,Tennessee,11,36,51,,Jun 24,,,,,,,,Rasmussen-1
 94.0,1,Tennessee,11,31,58,,Apr 03,,,,,,,,Rasmussen-1
 58.0,3,Tennessee,11,38,54,,Feb 28,,,,,,,,SurveyUSA-3
 48.0,13,Tennessee,11,36,50,,Feb 23,,,,,,,,Middle Tenn. State U.-13
  1.0,1,Tennessee,11,43,57,,Jan 01,,,,,,,,Election 2004-1
273.0,1,Texas,34,43,52,,Sep 29,,,,,,,,Rasmussen-1
258.5,4,Texas,34,36,57,,Sep 16,,,,,,,,ARG-4
234.0,1,Texas,34,41,50,,Aug 21,,,,,,,,Rasmussen-1
212.0,1,Texas,34,41,50,,Jul 30,,,,,,,,Rasmussen-1
206.0,13,Texas,34,33,43,,Jul 30,,,,,,,,U. of Texas-13
177.0,1,Texas,34,39,48,,Jun 25,,,,,,,,Rasmussen-1
168.0,9,Texas,34,38,43,,Jun 20,,,,,,,,Texas Lyceum-9
154.0,1,Texas,34,39,52,,Jun 02,,,,,,,,Rasmussen-1
127.0,3,Texas,34,39,52,,May 07,,,,,,,,Research 2000-3
122.0,1,Texas,34,43,48,,May 01,,,,,,,,Rasmussen-1
 58.0,3,Texas,34,46,47,,Feb 28,,,,,,,,SurveyUSA-3
 55.0,3,Texas,34,41,49,,Feb 25,,,,,,,,SurveyUSA-3
 46.5,4,Texas,34,44,52,,Feb 17,,,,,,,,Opinion Res.-4
  1.0,1,Texas,34,38,61,,Jan 01,,,,,,,,Election 2004-1
255.5,4,Utah,5,29,65,,Sep 13,,,,,,,,ARG-4
254.0,1,Utah,5,32,64,,Sep 10,,,,,,,,Rasmussen-1
253.5,4,Utah,5,24,62,,Sep 11,,,,,,,,Dan Jones-4
227.0,3,Utah,5,23,62,,Aug 15,,,,,,,,Mason-Dixon-3
171.0,1,Utah,5,33,52,,Jun 19,,,,,,,,Rasmussen-1
169.5,4,Utah,5,29,57,,Jun 19,,,,,,,,Dan Jones-4
137.0,7,Utah,5,27,62,,May 19,,,,,,,,Dan Jones-7
 58.0,3,Utah,5,39,50,,Feb 28,,,,,,,,SurveyUSA-3
  1.0,1,Utah,5,26,71,,Jan 01,,,,,,,,Election 2004-1
264.0,5,Vermont,3,56,38,,Sep 22,,,,,,,,ARG-5
257.0,1,Vermont,3,60,36,,Sep 13,,,,,,,,Rasmussen-1
256.5,4,Vermont,3,55,36,,Sep 14,,,,,,,,Research 2000-4
 58.0,3,Vermont,3,63,29,,Feb 28,,,,,,,,SurveyUSA-3
 51.0,3,Vermont,3,57,36,,Feb 21,,,,,,,,Research 2000-3
  1.0,1,Vermont,3,59,39,,Jan 01,,,,,,,,Election 2004-1
279.0,1,Virginia,13,50,48,,Oct 05,,,,,,,,Rasmussen-1
278.5,2,Virginia,13,53,43,,Oct 05,,,,,,,,SurveyUSA-2
278.0,3,Virginia,13,51,39,,Oct 05,,,,,,,,Suffolk U.-3
274.0,3,Virginia,13,45,48,,Oct 01,,,,,,,,Mason-Dixon-3
273.0,1,Virginia,13,51,45,,Sep 29,,,,,,,,Insider Advantage-1
273.0,3,Virginia,13,53,44,,Sep 30,,,,,,,,Opinion Research-3
272.0,1,Virginia,13,50,47,,Sep 28,,,,,,,,Rasmussen-1
272.0,3,Virginia,13,46,49,,Sep 29,,,,,,,,ARG-3
269.0,1,Virginia,13,50,45,,Sep 25,,,,,,,,Rasmussen-1
265.0,1,Virginia,13,48,50,,Sep 21,,,,,,,,Rasmussen-1
264.0,3,Virginia,13,51,45,,Sep 21,,,,,,,,SurveyUSA-3
263.5,4,Virginia,13,49,46,,Sep 21,,,,,,,,ABC News-4
263.5,4,Virginia,13,49,46,,Sep 21,,,,,,,,Washington Post-4
263.5,6,Virginia,13,44,47,,Sep 22,,,,,,,,Mason-Dixon-6
262.5,4,Virginia,13,46,48,,Sep 20,,,,,,,,ARG-4
261.0,1,Virginia,13,46,48,,Sep 17,,,,,,,,Insider Advantage-1
258.0,1,Virginia,13,48,48,,Sep 14,,,,,,,,Rasmussen-1
257.0,3,Virginia,13,50,46,,Sep 14,,,,,,,,SurveyUSA-3
257.0,5,Virginia,13,41,48,,Sep 15,,,,,,,,FD-5
256.0,5,Virginia,13,39,48,,Sep 14,,,,,,,,Christopher Newport U.-5
252.0,3,Virginia,13,46,50,,Sep 09,,,,,,,,Opinion Research-3
251.0,1,Virginia,13,47,49,,Sep 07,,,,,,,,Rasmussen-1
250.0,3,Virginia,13,47,49,,Sep 07,,,,,,,,SurveyUSA-3
225.0,1,Virginia,13,43,43,,Aug 12,,,,,,,,Insider Advantage-1
225.0,1,Virginia,13,46,45,,Aug 12,,,,,,,,Rasmussen-1
222.0,3,Virginia,13,47,48,,Aug 10,,,,,,,,SurveyUSA-3
198.0,1,Virginia,13,44,44,,Jul 16,,,,,,,,Rasmussen-1
173.0,3,Virginia,13,49,47,,Jun 22,,,,,,,,SurveyUSA-3
164.0,1,Virginia,13,45,44,,Jun 12,,,,,,,,Rasmussen-1
138.0,3,Virginia,13,49,42,,May 18,,,,,,,,SurveyUSA-3
136.0,7,Virginia,13,36,44,,May 18,,,,,,,,Virg. Commonwealth U.-7
129.0,1,Virginia,13,44,47,,May 08,,,,,,,,Rasmussen-1
103.0,3,Virginia,13,44,52,,Apr 13,,,,,,,,SurveyUSA-3
 87.0,1,Virginia,13,41,52,,Mar 27,,,,,,,,Rasmussen-1
 75.0,3,Virginia,13,48,47,,Mar 16,,,,,,,,SurveyUSA-3
 58.0,3,Virginia,13,47,47,,Feb 28,,,,,,,,SurveyUSA-3
 50.0,1,Virginia,13,44,49,,Feb 19,,,,,,,,Rasmussen-1
 47.0,3,Virginia,13,51,45,,Feb 17,,,,,,,,SurveyUSA-3
 16.5,2,Virginia,13,40,52,,Jan 17,,,,,,,,SurveyUSA-2
  1.0,1,Virginia,13,45,54,,Jan 01,,,,,,,,Election 2004-1
276.0,1,Washington,11,53,43,,Oct 02,,,,,,,,Rasmussen-1
265.5,2,Washington,11,54,43,,Sep 22,,,,,,,,SurveyUSA-2
261.0,3,Washington,11,50,44,,Sep 18,,,,,,,,ARG-3
254.0,1,Washington,11,49,47,,Sep 10,,,,,,,,Rasmussen-1
251.0,3,Washington,11,45,39,,Sep 08,,,,,,,,Elway Poll-3
250.0,3,Washington,11,49,45,,Sep 07,,,,,,,,SurveyUSA-3
224.5,2,Washington,11,51,44,,Aug 12,,,,,,,,SurveyUSA-2
219.0,1,Washington,11,52,40,,Aug 06,,,,,,,,Rasmussen-1
208.5,10,Washington,11,47,35,,Jul 31,,,,,,,,Elway Poll-10
196.0,3,Washington,11,55,39,,Jul 15,,,,,,,,SurveyUSA-3
191.0,1,Washington,11,51,43,,Jul 09,,,,,,,,Rasmussen-1
170.0,3,Washington,11,55,40,,Jun 19,,,,,,,,SurveyUSA-3
161.0,1,Washington,11,53,35,,Jun 09,,,,,,,,Rasmussen-1
160.0,3,Washington,11,56,39,,Jun 09,,,,,,,,SurveyUSA-3
144.0,5,Washington,11,44,38,,May 25,,,,,,,,Elway Poll-5
138.0,3,Washington,11,52,36,,May 18,,,,,,,,SurveyUSA-3
133.0,1,Washington,11,51,40,,May 12,,,,,,,,Rasmussen-1
133.0,1,Washington,11,54,42,,May 12,,,,,,,,SurveyUSA-1
106.0,3,Washington,11,53,40,,Apr 16,,,,,,,,SurveyUSA-3
 98.0,1,Washington,11,51,44,,Apr 07,,,,,,,,SurveyUSA-1
 87.0,1,Washington,11,48,43,,Mar 27,,,,,,,,Rasmussen-1
 79.0,3,Washington,11,45,39,,Mar 20,,,,,,,,Elway Poll-3
 75.0,3,Washington,11,52,41,,Mar 16,,,,,,,,SurveyUSA-3
 59.0,1,Washington,11,44,45,,Feb 28,,,,,,,,Rasmussen-1
 58.0,3,Washington,11,52,38,,Feb 28,,,,,,,,SurveyUSA-3
 34.5,2,Washington,11,55,38,,Feb 04,,,,,,,,SurveyUSA-2
 12.0,3,Washington,11,52,43,,Jan 13,,,,,,,,SurveyUSA-3
  1.0,1,Washington,11,53,46,,Jan 01,,,,,,,,Election 2004-1
268.0,1,West Virginia,5,42,50,,Sep 24,,,,,,,,Rasmussen-1
266.0,3,West Virginia,5,46,50,,Sep 23,,,,,,,,Opinion Research-3
259.0,3,West Virginia,5,45,49,,Sep 16,,,,,,,,ARG-3
250.5,4,West Virginia,5,39,44,,Sep 08,,,,,,,,Mark Blankenship-4
154.0,1,West Virginia,5,37,45,,Jun 02,,,,,,,,Rasmussen-1
 58.0,3,West Virginia,5,35,53,,Feb 28,,,,,,,,SurveyUSA-3
  1.0,1,West Virginia,5,43,56,,Jan 01,,,,,,,,Election 2004-1
266.5,2,Wisconsin,10,49,43,,Sep 23,,,,,,,,Research 2000-2
263.5,4,Wisconsin,10,50,45,,Sep 21,,,,,,,,ARG-4
261.5,8,Wisconsin,10,49,42,,Sep 21,,,,,,,,Quinnipiac U.-8
259.5,4,Wisconsin,10,45,44,,Sep 17,,,,,,,,U. of Wisconsin-4
259.0,1,Wisconsin,10,48,46,,Sep 15,,,,,,,,Rasmussen-1
259.0,3,Wisconsin,10,49,45,,Sep 16,,,,,,,,Opinion Research-3
259.0,3,Wisconsin,10,50,47,,Sep 16,,,,,,,,Opinion Research-3
218.0,1,Wisconsin,10,47,43,,Aug 05,,,,,,,,Rasmussen-1
216.5,2,Wisconsin,10,44,38,,Aug 04,,,,,,,,Wisconsin Policy Res. Inst.-2
200.0,9,Wisconsin,10,50,39,,Jul 22,,,,,,,,Quinnipiac U.-9
190.0,1,Wisconsin,10,50,39,,Jul 08,,,,,,,,Rasmussen-1
172.5,8,Wisconsin,10,52,39,,Jun 24,,,,,,,,Quinnipiac U.-8
166.5,4,Wisconsin,10,52,43,,Jun 16,,,,,,,,SurveyUSA-4
161.0,3,Wisconsin,10,50,37,,Jun 10,,,,,,,,U. of Wisconsin-3
157.0,1,Wisconsin,10,45,43,,Jun 05,,,,,,,,Rasmussen-1
138.0,3,Wisconsin,10,48,42,,May 18,,,,,,,,SurveyUSA-3
126.0,1,Wisconsin,10,43,47,,May 05,,,,,,,,Rasmussen-1
110.5,10,Wisconsin,10,47,43,,Apr 24,,,,,,,,U. of Wisconsin-10
103.0,3,Wisconsin,10,49,44,,Apr 13,,,,,,,,SurveyUSA-3
 90.5,12,Wisconsin,10,46,42,,Apr 05,,,,,,,,St. Norbert Coll.-12
 86.0,1,Wisconsin,10,46,48,,Mar 26,,,,,,,,Rasmussen-1
 75.0,3,Wisconsin,10,48,44,,Mar 16,,,,,,,,SurveyUSA-3
 58.0,3,Wisconsin,10,51,40,,Feb 28,,,,,,,,SurveyUSA-3
 52.0,1,Wisconsin,10,44,43,,Feb 21,,,,,,,,Rasmussen-1
 47.0,3,Wisconsin,10,52,42,,Feb 17,,,,,,,,SurveyUSA-3
  1.0,1,Wisconsin,10,50,49,,Jan 01,,,,,,,,Election 2004-1
267.0,3,Wyoming,3,36,57,,Sep 24,,,,,,,,Research 2000-3
254.0,1,Wyoming,3,39,58,,Sep 10,,,,,,,,Rasmussen-1
254.0,3,Wyoming,3,28,66,,Sep 11,,,,,,,,ARG-3
227.0,3,Wyoming,3,25,62,,Aug 15,,,,,,,,Mason-Dixon-3
141.5,2,Wyoming,3,40,53,,May 21,,,,,,,,Research 2000-2
 58.0,3,Wyoming,3,35,54,,Feb 28,,,,,,,,SurveyUSA-3
  1.0,1,Wyoming,3,29,69,,Jan 01,,,,,,,,Election 2004-1
