"recipient_name","number_of_jobs","pop_latitude","pop_longitude","pop_state_cd"
"SYNERGENICS LLC",0.45,37.600864,-122.374115,"CA"
"THE KENAI WATERSHED FORUM INC",0.45,60.524651,-149.508366,"AK"
"WEST BLOOMFIELD, CHARTER TOWNSHIP OF",0.45,42.55999488,-83.37476684,"MI"
"WOLF WPC INCORPORATED",0.45,29.84448999,-81.278761,"FL"
"WOLFE CITY HOUSING AUTHORITY",0.45,33.36667391,-96.0677137,"TX"
"WORLD WIDE TECHNOLOGY, INC.",0.45,39.00391999,-77.097217,"MD"
"AGRICULTURE, FOOD & RURAL RESOURCES, MAINE DEPARTMENT OF",0.44,44.306882,-69.782184,"ME"
"ARCHITECTURE FOR HUMANITY, INC.",0.44,37.78134835,-122.40261796,"CA"
"BRUNDIDGE HOUSING AUTHORITY",0.44,31.673693,-85.820735,"AL"
"COVERT TOWNSHIP",0.44,42.296954,-86.28205,"MI"
"DANCE NOTATION BUREAU, INC.",0.44,40.70770072,-74.00572695,"NY"
"HOUSING & REDEVELOPMENT COMMISSION OF PIERRE",0.44,44.36956731,-100.35519846,"SD"
"HOUSING AUTHORITY OF THE COUNTY OF TULARE",0.44,36.309251,-119.313878,"CA"
"HOUSING AUTHORITY TOWN OF DOVER",0.44,40.88527023,-74.54772014,"NJ"
"LOCKHEED MARTIN INFORMATION TECHNOLOGY COMMERCIAL CORP.",0.44,39.34215957,-76.75030634,"MD"
"MILAN HOUSING AUTHORITY",0.44,35.93105651,-88.7664845,"TN"
"NORTH CAROLINA FOLK LIFE INSTITUTE",0.44,36.02871164,-78.93771387,"NC"
"PRESQUE ISLE, CITY OF",0.44,46.69224711,-68.04418761,"ME"
"QUESTEK INNOVATIONS LLC",0.44,42.05051097,-87.68875166,"IL"
"RIGAKU AMERICAS CORPORATION",0.44,30.17873173,-95.48185368,"TX"
"SANTORO WIND HARVESTER, INC.",0.44,42.54632519,-83.13998084,"MI"
"THE TEMPLE GROUP INC",0.44,40.019176,-75.174156,"PA"
"CITY OF FARGO",0.43,46.87852499,-96.783092,"ND"
"ABBOTT, CARLTON & PARTNERS PC INC",0.43,37.275629,-76.712025,"VA"
"BARTLETT, VILLAGE OF",0.43,41.99386717,-88.24744648,"IL"
"BOSTON APPLIED TECHNOLOGIES INCORPORATED",0.43,42.5083828,-71.1472338,"MA"
"CLARKE, COUNTY OF",0.43,39.15160036,-77.98007573,"VA"
"DOT CONSTRUCTION, INC.",0.43,34.895155,-76.787349,"NC"
"DUMAS HOUSING AUTHORITY",0.43,33.88525648,-91.49544647,"AR"
"GRAND PORTAGE RESERVATION TRIBAL COUNCIL",0.43,47.96348983,-89.68442766,"MN"
"HOUSING AUTHORITY OF ANACONDA",0.43,46.1308863,-112.95244393,"MT"
"HOUSING AUTHORITY OF NORTHUMBERLAND COUNTY, THE",0.43,41.01934235,-76.83594114,"PA"
"MATERIAL SALES COMPANY, INC.",0.43,38.590715,-90.205658,"MO"
"NACOGDOCHES HOUSING AUTHORITY",0.43,31.60994499,-94.627255,"TX"
"NEWTON HOUSING AUTHORITY",0.43,31.33699,-84.33943399,"GA"
"RIO DELL, CITY OF",0.43,40.51498134,-124.12934071,"CA"
"SCOTT COUNTY REDEVELOPMENT HOUSING AUTHORITY",0.43,36.71451546,-82.81398856,"VA"
"WALNUT STREET COMMUNITY HEALTH CENTER, INC.",0.43,39.64477112,-77.72504883,"MD"
"WASHINGTON STATE COALITION AGAINST DOMESTIC VIOLENCE",0.43,47.04198205,-122.90175968,"WA"
"DALE WALZEL CONSTRUCTION",0.42,31.103506,-97.475709,"TX"
"FRISCO, CITY OF",0.42,33.15399698,-96.82573911,"TX"
"ZECK BUTLER ARCHITECTS PS",0.42,47.65766691,-117.41884507,"WA"
"AJA PROJECT, THE",0.42,32.75711497,-117.08236374,"CA"
"ALTEX TECHNOLOGIES CORPORATION",0.42,37.38372818,-122.03432288,"CA"
"CASS LAKE HOUSING AND REDEVELOPMENT AUTHORITY",0.42,47.38107,-94.628935,"MN"
"CONSERVATION & NATURAL RESOURCES, ALABAMA DEPT OF",0.42,32.37783599,-86.298203,"AL"
"HOUSING AUTH OF WILIAMSTOWN",0.42,38.6495077,-84.57026796,"KY"
"HOUSING AUTHORITY OF THE BOROUGH OF CLEMENTON",0.42,39.80628881,-74.98946126,"NJ"
"KUT KWICK CORPORATION",0.42,31.15476178,-81.49742277,"GA"
"PITTSBURGH OPERA THEATER INC",0.42,40.46781211,-79.9584403,"PA"
"RICHARD PHILLIPS MARINE, INC.",0.42,45.43051798,-122.32635054,"OR"
"SCOTT COUNTY PUBLIC SCHOOL HEAD START",0.42,36.62454,-82.555837,"VA"
"SKAGIT TRANSIT SYSTEM",0.42,48.48277392,-122.33259999,"WA"
"TALLADEGA COUNTY OF",0.42,33.435285,-86.102002,"AL"
"TILLAMOOK ESTUARIES PARTNERSHIP",0.42,45.56153,-123.913675,"OR"
"TRITON SYSTEMS, INC.",0.42,42.58269377,-71.32027235,"MA"
"WEIGHTS & MEASURES",0.42,39.91922092,-75.39183996,"PA"
"ALTERNATIVE STAFFING",0.41,48.03184694,-115.32310667,"MT"
"BALCONES TECHNOLOGIES LLC",0.41,30.4278889,-97.80077352,"TX"
"BOONE, COUNTY OF",0.41,38.95261594,-92.33074054,"MO"
"EASTERN MAINE DEVELOPMENT CORPORATION",0.41,44.802883,-68.769958,"ME"
"HOUSING & REDEVELOPMENT AUTHORITY OF CITY OF MELROSE",0.41,45.67384901,-94.81429753,"MN"
"HOUSING AUTHORITY OF THE CITY OF TRUTH OR CONSEQUENCES",0.41,33.13018499,-107.24932,"NM"
"HOUSING AUTHORITY OF THE COUNTY OF CLARION (INC)",0.41,41.20533695,-79.38155531,"PA"
"HOUSING AUTHORITY OF THE SAC AND FOX NATION, THE",0.41,35.32915933,-96.91204788,"OK"
"HYDRA ENGINEERING, LLC",0.41,33.558978,-85.570303,"AL"
"ILLINOIS COALITION AGAINST DOMESTIC VIOLENCE",0.41,39.79368435,-89.64100969,"IL"
"MED VIRGINIA",0.41,37.558467,-77.463497,"VA"
"MICRO-G LACOSTE, INC.",0.41,39.97878777,-105.06814088,"CO"
"REPSTIEN, ROGER",0.41,28.65044186,-81.37135615,"FL"
"SEAL MASTERS, INC.",0.41,34.508008,-96.969742,"OK"
"TUOLUMNE, COUNTY OF",0.41,37.98401499,-120.383054,"CA"
"WASECA HOUSING REDEVELOPMENT AUTHORITY INC",0.41,44.07859049,-93.51046785,"MN"
"WHITE ROCK COOPERATIVE ESTATES",0.41,43.47735852,-71.53906361,"NH"
"ACADIA OPTRONICS, LLC",0.4,39.10816311,-77.18116301,"MD"
"AEROSOL DYNAMICS INC.",0.4,37.85581222,-122.2910121,"CA"
"ALLENTOWN, CITY OF",0.4,40.60332214,-75.46789784,"PA"
"ARIZONA COALITION AGAINST DOMESTIC VIOLENCE INC",0.4,33.52277077,-112.06875135,"AZ"
"BOYKEN INTERNATIONAL, INC.",0.4,33.40272378,-86.9565422,"AL"
"CENTRAL FALLS HOUSING AUTHORITY",0.4,41.88659154,-71.39027557,"RI"
"CHIMNEY ROCK INTERPRETIVE ASSOCIATION INC",0.4,37.00003537,-107.2510189,"CO"
"CIRCLE SOLUTIONS, INC.",0.4,38.92456219,-77.23218629,"VA"
"CITY OF BRENTWOOD",0.4,36.03433437,-86.8053926,"TN"
"CITY OF VICKSBURG",0.4,32.34671195,-90.88123711,"MS"
"CLARK EQUIPMENT COMPANY",0.4,35.81350585,-80.86462416,"NC"
"CONDORTECH SERVICES, INC.",0.4,38.807205,-77.09665372,"VA"
"CONNELLSVILLE HOUSING AUTHORITY",0.4,40.01974079,-79.59183917,"PA"
"ENVIROCON, INC",0.4,48.050883,-115.952901,"MT"
"FRIENDS OF DUNES, THE",0.4,40.868632,-124.086914,"CA"
"GREENSBORO SYMPHONY ORCHESTRA, INCORPORATED",0.4,36.07374266,-79.78855837,"NC"
"HAINES CITY, CITY OF",0.4,28.11408822,-81.64016198,"FL"
"HANSEN CATTLE INC",0.4,38.0998668,-103.40666759,"CO"
"HATTIESBURG CIVIC ARTS COUNCIL",0.4,31.32817299,-89.29262099,"MS"
"HELIX WATER DISTRICT",0.4,32.7625019,-117.02897998,"CA"
"HOUGHTON CASCADE HOLDINGS, LLC",0.4,47.25165899,-122.43938225,"WA"
"HUGO, RICHARD HOUSE, THE",0.4,47.61570397,-122.31813479,"WA"
"INDIANAPOLIS PRIVATE INDUSTRY COUNCIL",0.4,39.76931799,-86.15435999,"IN"
"KARUK TRIBE OF CALIFORNIA",0.4,41.79253438,-123.37977786,"CA"
"MACPHAIL CENTER FOR MUSIC",0.4,44.97956199,-93.259868,"MN"
"MERRICK & COMPANY",0.4,39.672691,-104.847156,"CO"
"MILITARY AFFAIRS, NORTH DAKOTA DEPARTMENT OF",0.4,48.231793,-101.294892,"ND"
"MONTEREY, COUNTY OF",0.4,36.67309649,-121.659527,"CA"
"MOUNT CLEMENS, CITY OF",0.4,42.593899,-82.881389,"MI"
"MUSEUM OF THE EARTH AT THE PALEONTOLOGICAL RESEARCH INSTITUTION",0.4,42.46526709,-76.53736841,"NY"
"NEILTON LANDSCAPING INC",0.4,47.934645,-124.370038,"WA"
"NEWARK MUSEUM ASSOCIATION, INC THE",0.4,40.74274954,-74.1712923,"NJ"
"OKLAHOMA ASSOCIATION OF COMMUNITY ACTION AGENCIES, INC.",0.4,35.50717878,-97.56478243,"OK"
"OREGON MUSEUM OF SCIENCE AND INDUSTRY",0.4,45.50911302,-122.66583627,"OR"
"PARK RAPIDS, VILLAGE OF",0.4,46.9210305,-95.06026501,"MN"
"POCATELLO SCHOOL DISTRICT 25",0.4,42.89036244,-112.46621715,"ID"
"PRO MUSICA INC",0.4,37.08547086,-94.58334181,"MO"
"PROVIDENCE COMMUNITY HEALTH CENTERS, INC , THE",0.4,41.80294756,-71.40140138,"RI"
"QUALITY PAVING & PATCHING, LLC",0.4,25.15013401,-80.92084835,"FL"
"REGENERATIVE RESEARCH FOUNDATION",0.4,42.623391,-73.738902,"NY"
"SALEM HOUSING AUTHORITY",0.4,42.52892331,-70.88839093,"MA"
"SAN DIEGO IMPERIAL COUNTIES LABOR COUNCIL AFL CIO",0.4,32.74917395,-117.10142936,"CA"
"ST. OLAF COLLEGE",0.4,44.460405,-93.17952199,"MN"
"THORNDALE HOUSING AUTHORI",0.4,30.611423,-97.198779,"TX"
"VIRGINIA DEPARTMENT OF FORESTRY",0.4,38.022168,-78.529538,"VA"
"W E UPJOHN UNEMPLOYMENT TRUSTEE CORP",0.4,42.28964804,-85.58972551,"MI"
"WEST FELICIANA PARISH SCHOOL DIST",0.4,30.82786317,-91.37982117,"LA"
"WINTHROP, TOWN OF",0.4,42.376851,-70.98426799,"MA"
"ASSOCIATED UNIVERSITIES, INC.",0.39,38.90914314,-77.03715456,"DC"
"BOCA RATON, CITY OF",0.39,26.35112724,-80.0908295,"FL"
"CATHOLIC CHARITIES INC",0.39,32.30069072,-90.18265061,"MS"
"CENTER FOR WOMEN & THEIR WORK INC",0.39,30.27992344,-97.74140928,"TX"
"COUNCIL OF STATE GOVERNMENTS",0.39,38.13787497,-84.50737379,"KY"
"CRYSTAL FALLS, CITY OF",0.39,46.03600348,-88.42868257,"MI"
"EARLY MUSIC FOUNDATION INC",0.39,40.77376618,-73.97815435,"NY"
"FAYETTE, CITY OF",0.39,42.84444397,-91.80212806,"IA"
"GIBSON COUNTY UTILITY DISTRICT",0.39,35.85484768,-88.81450049,"TN"
"KINGSTON, CITY OF",0.39,41.92127839,-73.98470272,"NY"
"MID MICHIGAN COMMUNITY ACTION AGENCY, INC.",0.39,43.82890251,-84.81837659,"MI"
"NEW SOUTH ASSOCIATES, INC.",0.39,36.141332,-81.180794,"NC"
"PICARRO, INC.",0.39,37.38318184,-121.98829998,"CA"
"PUBLIC TECHNOLOGY, INC",0.39,38.89587814,-77.03013985,"DC"
"TETRA TECH EC, INC.",0.39,40.72232025,-111.94948325,"UT"
"WINDHAM REGIONAL COMMISSION",0.39,42.85296702,-72.55810818,"VT"
"ARCHITECTURAL & ENVIRONMENTAL ASSOCIATES INC",0.38,35.864171,-114.604142,"AZ"
"COLLABORATIVE DESIGN GROUP INC",0.38,44.98021462,-93.25840066,"MN"
"COLUMBIA POWER TECHNOLOGIES, LLC",0.38,38.03225021,-78.47939731,"VA"
"CORNERSTONE RESEARCH GROUP, INC",0.38,39.69215903,-84.04657954,"OH"
"CROWELL HOUSING AUTHORITY",0.38,33.98286375,-99.71888266,"TX"
"FOUNTAIN VALLEY, CITY OF",0.38,33.70817499,-117.95083902,"CA"
"FREEPORT, INCORPORATED VILLAGE OF",0.38,40.65825285,-73.58717192,"NY"
"HASKINS LABORATORIES, INC.",0.38,41.30517985,-72.93117394,"CT"
"HENRIETTA, TOWN OF",0.38,43.06723049,-77.6250144,"NY"
"HODGENVILLE HOUSING AUTHORITY",0.38,37.56330896,-85.7277472,"KY"
"HOUSING AUTHORITY FOR THE CITY OF MILLEDGEVILLE",0.38,33.092932,-83.235103,"GA"
"HOUSING AUTHORITY OF SCOTTSVILLE",0.38,36.756803,-86.188259,"KY"
"HOUSING AUTHORITY OF THE CITY OF ALMA",0.38,35.47632423,-94.22137419,"AR"
"HOUSING AUTHORITY OF THE COUNTY OF MORRIS",0.38,40.90098669,-74.52562637,"NJ"
"HUDSON, CITY OF HUDSON HOUSING AUTHORITY",0.38,42.25534344,-73.79233875,"NY"
"LEHI, CITY OF",0.38,40.38970302,-111.84751916,"UT"
"NEW HANOVER COUNTY COMMUNITY ACTION",0.38,34.237063,-77.94833299,"NC"
"PARKLAND SANITARY DISTRICT NO1",0.38,46.66022841,-92.00214557,"WI"
"PENNAZ, TERRY",0.38,44.89303599,-93.194633,"MN"
"PLAZA PARKSIDE",0.38,41.215151,-98.45545999,"NE"
"PRINCETON LIGHTWAVE INC.",0.38,40.34134945,-74.5031169,"NJ"
"RITTMAN, CITY OF INC",0.38,40.97348499,-81.78149099,"OH"
"ROBSTOWN HOUSING AUTHORITY",0.38,27.79617644,-97.67768174,"TX"
"SILVER SPUR CONSTRUCTION CO",0.38,36.430258,-95.681093,"OK"
"SPECTRA RESEARCH INC",0.38,39.69220994,-84.04757954,"OH"
"STATE TREASURER, MASSACHUSETTS DEPARTMENT OF",0.38,42.35816004,-71.06369577,"MA"
"TURLOCK, CITY OF",0.38,37.50150692,-120.84651322,"CA"
"WESTSIDE CENTER FOR INDEPENDENT LIVING INC",0.38,33.99997801,-118.44165301,"CA"
"WINTER HAVEN, CITY OF",0.38,28.02635771,-81.73038298,"FL"
"APPLIED GEO TECHNOLOGIES, INC.",0.37,30.38803,-89.604055,"MS"
"ASSOCIATION OF AMERICAN GEOGRAPHERS, THE",0.37,38.91305519,-77.03693873,"DC"
"BEGGS HOUSING AUTHORITY",0.37,35.769901,-96.05093,"OK"
"CITY OF HASTINGS",0.37,40.586115,-98.386152,"NE"
"CITY OF VIRGINIA BEACH",0.37,36.754691,-76.058792,"VA"
"DESIGN ENGINEERS, P.C.",0.37,41.921963,-91.678235,"IA"
"DOWNERS GROVE, VILLAGE OF",0.37,41.7950615,-88.0062144,"IL"
"GERALD TAYLOR & CO INC",0.37,39.35281524,-77.93019025,"WV"
"HOUSTON ADVANCED RESEARCH CENTER",0.37,30.18694699,-95.489401,"TX"
"LEMPUGH INC",0.37,39.08811517,-76.84418934,"MD"
"MICHIGAN STRATEGIC FUND",0.37,42.7359983,-84.55222467,"MI"
"UPSON, COUNTY OF",0.37,32.88635482,-84.3270555,"GA"
"CUSHMAN FAB & MACHINE, INC.",0.36,46.491944,-84.321025,"MI"
"DUNHAM ASSOCIATES, INC.",0.36,44.97839772,-93.27177879,"MN"
"A A M C INC.",0.36,39.41471199,-77.91511399,"WV"
"BERT MOONEY AIRPORT AUTHORITY",0.36,45.95371368,-112.50300303,"MT"
"CLEVELAND HEIGHTS, CITY OF",0.36,41.51956004,-81.55053528,"OH"
"COMMUNITY HEALTH ACCESS NETWORK INC",0.36,43.07582264,-70.94352206,"NH"
"ENVIRONMENTAL SOLUTIONS GROUP, INC",0.36,39.555623,-76.072527,"MD"
"HOUSING AUTHORITY OF THE CITY OF SYLVANIA",0.36,32.749885,-81.636322,"GA"
"KOONTZ ELECTRIC COMPANY, INCORPORATED",0.36,32.2626277,-96.63583445,"TX"
"MECHANICAL ENTERPRISES INC",0.36,21.338568,-157.88865,"HI"
"PETALUMA HEALTH CENTER, INC",0.36,38.26062758,-122.64818591,"CA"
"SHIVE-HATTERY, INC.",0.36,41.66445914,-91.54703328,"IA"
"SOUTH MILWAUKEE COMMUNITY DEVELOPMENT AUTHORITY",0.36,42.90216893,-87.85428987,"WI"
"AARON DAVIS HALL INC",0.35,40.81929207,-73.9501848,"NY"
"ALPHA ONE INC.",0.35,43.63504264,-70.28738522,"ME"
"ANSLEY HOUSING AUTHORITY",0.35,41.28793499,-99.38196187,"NE"
"BELLA ENERGY, INC.",0.35,39.077444,-108.552293,"CO"
"BOURBON COUNTY BOARD OF EDUCATION",0.35,38.19494405,-84.27400021,"KY"
"BRISTOL REDEVLOPMENT HOUSING AUTHORITY",0.35,36.60203276,-82.18254282,"VA"
"CITY OF LAWTON",0.35,34.60526659,-98.40006671,"OK"
"HOUSING AUTHORITY OF JOLIET",0.35,41.52284628,-88.08926528,"IL"
"HOUSING AUTHORITY OF THE COUNTY OF HARRIS",0.35,32.86125411,-84.85525408,"GA"
"HOUSING AUTHORITY OF THE TOWN KAPLAN",0.35,30.00645449,-92.29676565,"LA"
"INGLEWOOD, CITY OF",0.35,33.961755,-118.35504799,"CA"
"JOHN BROWN UNIVERSITY",0.35,36.18721527,-94.55750956,"AR"
"JUDICIARY COURTS OF THE STATE OF ARKANSAS",0.35,33.616262,-91.387994,"AR"
"MISSISSIPPI REGIONAL HOUSING AUTHORITY #5",0.35,32.32518214,-89.17783728,"MS"
"NATIVE VILLAGE OF SELAWIK",0.35,66.296171,-159.568511,"AK"
"NORTHERN ENTERPRISES INC",0.35,44.501354,-72.32785,"VT"
"SAC & FOX NATION",0.35,35.752956,-96.65759,"OK"
"TECHNICAL PRODUCTS, INC.",0.35,42.46590781,-71.74009385,"MA"
"VACAVILLE, CITY OF",0.35,38.35176134,-121.99447865,"CA"
"YOAKUM, CITY OF",0.35,29.28799125,-97.15356289,"TX"
"ADVANCED THERMAL TECHNOLOGIES",0.34,42.14730878,-71.60171164,"MA"
"CITY OF SAGINAW",0.34,43.41802744,-83.94772315,"MI"
"IDAHO COMMISSION ON AGING",0.34,43.61617666,-116.22343925,"ID"
"MAQUOKETA, CITY OF",0.34,42.068729,-90.665524,"IA"
"PAINTSVILLE HOUSING AUTHORITY",0.34,37.81410391,-82.80407034,"KY"
"PRIZIM INC",0.34,32.22494115,-110.97700138,"AZ"
"STANLEY HOUSING AUTHOROTY (INC0",0.34,44.96245929,-90.93316451,"WI"
"TETRA TECH/POND & COMPANY",0.34,37.237449,-85.338673,"KY"
"WIS COMMUNITY ACTION PROGRAM ASSN INC",0.34,43.1172328,-89.31771164,"WI"
"ZIA ENGINEERING & ENVIRONMENTAL CONSULTANTS, L.L.C.",0.34,41.60041611,-93.71275364,"IA"
"ALBERT LEA, CITY OF",0.33,43.68079338,-93.3637458,"MN"
"ALLEN BRADBURY CONSTRUCTION LLC",0.33,47.07604837,-122.71796523,"WA"
"BERKELEY GEOCHRONOLOGY CENTER",0.33,37.87590111,-122.26136333,"CA"
"BREWER, CITY OF",0.33,44.79541115,-68.76480069,"ME"
"COLONIAL HEIGHTS, CITY OF",0.33,37.25417477,-77.40895228,"VA"
"COTTONWOOD HOUSING AUTHORITY",0.33,31.040244,-85.308521,"AL"
"CRAWFORD, COUNTY OF",0.33,37.9674395,-91.35735517,"MO"
"CU AEROSPACE L.L.C.",0.33,40.09092903,-88.24079611,"IL"
"EXECUTIVE OFFICE OF THE STATE OF WYOMING",0.33,41.14120399,-104.82360199,"WY"
"FOSSTON, CITY OF",0.33,47.57783,-95.747024,"MN"
"GREENWICH, TOWN OF",0.33,41.00814628,-73.62992758,"CT"
"HANOVER TOWNSHIP LIBRARY",0.33,42.25671082,-90.28402776,"IL"
"HOUSING AUTHORITY OF THE TOWN OF EAST GREENWICH",0.33,41.65717449,-71.45810244,"RI"
"INSTITUTE FOR COMMUNITY RESEARCH, INC",0.33,41.761205,-72.67136999,"CT"
"LENOIR CITY, CITY OF INC",0.33,35.79372797,-84.27901024,"TN"
"MAIN COALITION TO END DOMESTIC VIOLENCE",0.33,44.30803909,-69.78424836,"ME"
"METTLER AND ASSOCIATES, INC.",0.33,44.61608122,-108.99864775,"WY"
"MIDDLETOWN, TOWNSHIP OF",0.33,40.393711,-74.10239199,"NJ"
"OCCIDENTAL COLLEGE",0.33,34.127519,-118.214588,"CA"
"OKOLONA HOUSING AUTH",0.33,34.005163,-88.75532,"MS"
"OPPORTUNITY FUND NORTHERN CALIFORNIA",0.33,37.33739803,-121.89409632,"CA"
"PICKAWAY METRO HOUSING AUTHORITY",0.33,39.60493904,-82.93041272,"OH"
"PLEASANT POINT PASSAMAQUODDY SCHOOL COMMITTEE",0.33,44.958079,-67.04289,"ME"
"PTC THERAPEUTICS L.L.C.",0.33,40.5499572,-74.42198076,"NJ"
"SIERRA TRIBAL CONSORTIUM INC",0.33,36.76497956,-119.81900966,"CA"
"SOUTHERN CALIFORNIA INSTITUTE FOR RESEARCH AND EDUCATION",0.33,33.77539075,-118.11772742,"CA"
"THEISS RESEARCH",0.33,32.839212,-117.274659,"CA"
"TULSA ORATORIO CHORUS, INC.",0.33,36.14799969,-95.98991668,"OK"
"WEST VIRGINIA UNIVERSITY",0.33,38.179708,-81.326076,"WV"
"ANN SWANBERG-MEE, P.E., LLC",0.32,35.17892,-106.660703,"NM"
"ASPEN CONSTRUCTION COMPANY",0.32,47.245372,-94.213478,"MN"
"BIDCO MARINE GROUP INC.",0.32,41.058659,-73.537634,"CT"
"CALIFORNIA REGIONAL EXTENSION CENTER, THE",0.32,37.80380443,-122.27529196,"CA"
"CITY OF JOHNS CREEK",0.32,34.06474718,-84.17016321,"GA"
"CITY OF SPARKS PUBLIC WORKS",0.32,39.54068305,-119.71026365,"NV"
"COMANCHE NATION HOUSING AUTHORITY",0.32,34.602653,-98.395051,"OK"
"HILLIARD, ZACHARY",0.32,38.08456851,-122.26469356,"CA"
"HOUSING AUTHORITY OF STANTON",0.32,37.84011142,-83.85514852,"KY"
"IMPERIAL HOUSING AUTHORITY",0.32,40.52102939,-101.64647429,"NE"
"JAMES MADISON UNIVERSITY",0.32,38.44136501,-78.87418143,"VA"
"LINK RESOURCES INC",0.32,33.96097442,-84.54873283,"GA"
"MERRILL AREA PUBLIC SCHOOLS",0.32,45.18925018,-89.67261314,"WI"
"OAK MANAGEMENT, INC.",0.32,38.80514555,-77.05997037,"VA"
"S&ME, INC.",0.32,41.98052,-71.898781,"CT"
"T & C MOBILE HOME & CONSTRUCTION SERVICES, LLC",0.32,42.308972,-75.94506399,"NY"
"THOMPSON SCHOOL DISTRICT R2J",0.32,40.38378846,-105.09595692,"CO"
"TREMONT HOUSING AUTHORITY",0.32,44.38614437,-68.21130379,"ME"
"WILLIAM SELF ASSOCIATES, INC.",0.32,32.22146999,-110.936209,"AZ"
"CHICKALOON VILLAGE TRADITIONAL COUNCIL",0.31,61.755239,-148.945179,"AK"
"CITY OF IOWA CITY",0.31,41.66006288,-91.52995734,"IA"
"DANBURY HOUSING AUTHORITY",0.31,41.38470939,-73.45970426,"CT"
"FAIRFIELD CRYSTAL TECHNOLOGY, LLC",0.31,41.53429398,-73.42540963,"CT"
"FURMAN UNIVERSITY",0.31,34.92330173,-82.43678528,"SC"
"HOUSING AUTHORITY OF ASHLAND INC",0.31,38.46820487,-82.62109222,"KY"
"HOUSING AUTHORITY OF CHAMPAIGN COUNTY",0.31,40.12023357,-88.24371908,"IL"
"INDUSTRIAL RELATIONS, CALIFORNIA DEPARTMENT OF",0.31,37.766754,-122.410551,"CA"
"LOS FRESNOS HOUSING AUTHORITY",0.31,26.07530465,-97.47591449,"TX"
"MASSINGILL, JOHN",0.31,29.89831037,-97.93607522,"TX"
"MCA CONSTRUCTION, INC.",0.31,38.70307,-77.150356,"VA"
"MOUNT PROSPECT, VILLAGE OF",0.31,42.06537185,-87.93543664,"IL"
"NORTON REDEVELOPMENT & HOUSING AUTHORITY",0.31,36.93541764,-82.62811545,"VA"
"PERU HOUSING AUTHORITY",0.31,40.76194202,-86.04806216,"IN"
"PITTSFIELD, TOWN OF",0.31,44.78475325,-69.38413443,"ME"
"SUFFOLK UNIVERSITY",0.31,42.3592233,-71.06160657,"MA"
"TECHNICAL & ADULT EDUCATION, GEORGIA DEPARTMENT OF",0.31,31.42178896,-83.50896686,"GA"
"UTA HEADSTRAT",0.31,40.6314189,-73.99221993,"NY"
"WALWORTH, COUNTY OF",0.31,42.67191543,-88.54483916,"WI"
"WEIRICK, JOEL",0.31,42.929761,-76.561133,"NY"
"WYOMING COUNTY HOUSING AND REDEVELOPMENT AUTHORITIES",0.31,41.480278,-75.852484,"PA"
"ASHER COMMUNITY HEALTH CENTER",0.3,44.99852341,-120.21237802,"OR"
"GLHN ARCHITECTS AND ENGINEERS, INC",0.3,32.22218923,-110.92800631,"AZ"
"PRESIDENT AND FELLOWS OF MIDDLEBURY COLLEGE",0.3,44.00761999,-73.17574499,"VT"
"SCIPAR, INC.",0.3,42.9626933,-78.75052491,"NY"
"A & A ROOFING CO., INC.",0.3,64.677212,-147.082358,"AK"
"ALTON, TOWN OF",0.3,43.45446,-71.224105,"NH"
"ASTORIA, CITY OF",0.3,46.19091985,-123.81121337,"OR"
"BALTIMORE SYMPHONY ORCHESTRA, INC.",0.3,39.30399947,-76.61877197,"MD"
"CDM/CAPE, A JOINT VENTURE",0.3,38.809181,-76.852852,"MD"
"CITY OF FAIRBANKS",0.3,64.83946539,-147.71946228,"AK"
"CITY OF PRESCOTT",0.3,34.553187,-112.46971099,"AZ"
"COCOA, CITY OF",0.3,28.35582909,-80.74734941,"FL"
"COMMUNITY & FAMILY SERVICES INC",0.3,40.42801107,-84.97408102,"IN"
"DONLEY-KIRLIN JV",0.3,31.036559,-93.193278,"LA"
"DOW CORNING CORPORATION",0.3,43.597283,-84.20740699,"MI"
"EASTERN DAKOTA HOUSING ALLIANCE, INC.",0.3,46.83162599,-96.79974499,"ND"
"ECONOMIC DEVELOPMENT, NEBRASKA DEPARTMENT OF",0.3,40.81084051,-96.70045302,"NE"
"EVANSVILLE, TOWN OF",0.3,42.904795,-106.17982,"WY"
"GREAT DIVIDE FORESTRY",0.3,44.006773,-107.946119,"WY"
"GREENING YOUTH FOUNDATION",0.3,39.169316,-108.718869,"CO"
"HARVEY MUDD COLLEGE",0.3,34.10265599,-117.71035299,"CA"
"HIGH PRECISION DEVICES, INC.",0.3,40.01557004,-105.18588012,"CO"
"HOPKINS HOUSING & REDEVELOPMENT AUTHORITY",0.3,44.922393,-93.41324299,"MN"
"HOUSING AUTHORITY OF GOODWATER",0.3,33.149206,-85.984453,"AL"
"HOUSING AUTHORITY VILLAGE OF COLERIDGE",0.3,42.50309592,-97.20348537,"NE"
"JAMESTOWN ADVANCED PRODUCTS, CORP.",0.3,42.14853707,-79.24539484,"NY"
"KERRYTOWN CONCERT HOUSE INC",0.3,42.28449657,-83.74733797,"MI"
"LANDIS AND COMPANY THEATRE OF MAGIC, INC",0.3,40.10927041,-75.16992821,"PA"
"MARLBORO, TOWNSHIP OF",0.3,40.32613944,-74.26591281,"NJ"
"MASSTECH, INC.",0.3,39.17656973,-76.80136087,"MD"
"MCDONOUGH BOLYARD PECK, INC.",0.3,39.743615,-75.54798699,"DE"
