"","id","lnw","exper","ged","postexp","black","hispanic","hgc","hgc.9","uerate","ue.7","ue.centert1","ue.mean","ue.person.cen","ue1"
"7456","7456  ",1.789,5.517,"0  ",0,"1  ","0  ","7  ",-2,5.095,-1.905,-0.3,5.408,-0.313,5.395
"7456","7456  ",1.749,6.9,"0  ",0,"1  ","0  ","7  ",-2,4.895,-2.105,-0.5,5.408,-0.513,5.395
"7456","7456  ",1.351,7.9,"0  ",0,"1  ","0  ","7  ",-2,4.695,-2.305,-0.7,5.408,-0.713,5.395
"7457","7457  ",1.668,0.962,"0  ",0,"1  ","0  ","6  ",-3,6.395,-0.605,0,5.081,1.314,6.395
"7457","7457  ",2.074,1.877,"0  ",0,"1  ","0  ","6  ",-3,4.695,-2.305,-1.7,5.081,-0.386,6.395
"7457","7457  ",1.932,3.377,"0  ",0,"1  ","0  ","6  ",-3,4.895,-2.105,-1.5,5.081,-0.186,6.395
"7457","7457  ",2.044,4.257,"0  ",0,"1  ","0  ","6  ",-3,4.295,-2.705,-2.1,5.081,-0.786,6.395
"7457","7457  ",2.13,5.295,"0  ",0,"1  ","0  ","6  ",-3,4.695,-2.305,-1.7,5.081,-0.386,6.395
"7457","7457  ",2.251,6.391,"0  ",0,"1  ","0  ","6  ",-3,4.195,-2.805,-2.2,5.081,-0.886,6.395
"7457","7457  ",1.407,7.276,"0  ",0,"1  ","0  ","6  ",-3,6.395,-0.605,0,5.081,1.314,6.395
"7461","7461  ",1.63,0.852,"0  ",0,"1  ","0  ","8  ",-1,5.395,-1.605,0,5.396,-0.001,5.395
"7461","7461  ",1.445,0.932,"0  ",0,"1  ","0  ","8  ",-1,7.1,0.1,1.705,5.396,1.704,5.395
"7461","7461  ",1.892,1.112,"0  ",0,"1  ","0  ","8  ",-1,6.395,-0.605,1,5.396,0.999,5.395
"7461","7461  ",1.345,1.192,"0  ",0,"1  ","0  ","8  ",-1,5.795,-1.205,0.4,5.396,0.399,5.395
"7461","7461  ",1.596,1.472,"0  ",0,"1  ","0  ","8  ",-1,5.396,-1.604,0.001,5.396,-0,5.395
"7461","7461  ",2.259,2.664,"0  ",0,"1  ","0  ","8  ",-1,3.595,-3.405,-1.8,5.396,-1.801,5.395
"7461","7461  ",1.932,4.03,"0  ",0,"1  ","0  ","8  ",-1,4.895,-2.105,-0.5,5.396,-0.501,5.395
"7461","7461  ",1.89,5.087,"0  ",0,"1  ","0  ","8  ",-1,4.295,-2.705,-1.1,5.396,-1.101,5.395
"7461","7461  ",1.842,5.787,"0  ",0,"1  ","0  ","8  ",-1,4.695,-2.305,-0.7,5.396,-0.701,5.395
"7461","7461  ",1.752,6.459,"0  ",0,"1  ","0  ","8  ",-1,6.395,-0.605,1,5.396,0.999,5.395
"7519","7519  ",1.658,0.54,"0  ",0,"1  ","0  ","9  ",0,7.1,0.1,0,5.34,1.76,7.1
"7519","7519  ",1.42,0.8,"0  ",0,"1  ","0  ","9  ",0,6.395,-0.605,-0.705,5.34,1.055,7.1
"7519","7519  ",1.573,2.405,"0  ",0,"1  ","0  ","9  ",0,4.995,-2.005,-2.105,5.34,-0.345,7.1
"7519","7519  ",1.929,3.232,"0  ",0,"1  ","0  ","9  ",0,5.095,-1.905,-2.005,5.34,-0.245,7.1
"7519","7519  ",2.049,4.636,"0  ",0,"1  ","0  ","9  ",0,4.895,-2.105,-2.205,5.34,-0.445,7.1
"7519","7519  ",2.058,5.655,"0  ",0,"1  ","0  ","9  ",0,4.295,-2.705,-2.805,5.34,-1.045,7.1
"7519","7519  ",2.079,6.54,"0  ",0,"1  ","0  ","9  ",0,4.695,-2.305,-2.405,5.34,-0.645,7.1
"7519","7519  ",1.872,6.98,"0  ",0,"1  ","0  ","9  ",0,4.195,-2.805,-2.905,5.34,-1.145,7.1
"7519","7519  ",1.832,7.961,"0  ",0,"1  ","0  ","9  ",0,6.395,-0.605,-0.705,5.34,1.055,7.1
"7534","7534  ",1.491,0.1,"0  ",0,"0  ","1  ","6  ",-3,8.3,1.3,0,5.262,3.038,8.3
"7534","7534  ",2.118,1.158,"0  ",0,"0  ","1  ","6  ",-3,4.595,-2.405,-3.705,5.262,-0.667,8.3
"7534","7534  ",1.714,1.946,"0  ",0,"0  ","1  ","6  ",-3,4.995,NA,NA,5.262,-0.267,8.3
"7534","7534  ",2.259,3.004,"0  ",0,"0  ","1  ","6  ",-3,5.195,-1.805,-3.105,5.262,-0.067,8.3
"7534","7534  ",3.541,4.054,"0  ",0,"0  ","1  ","6  ",-3,4.995,-2.005,-3.305,5.262,-0.267,8.3
"7534","7534  ",3.094,4.804,"0  ",0,"0  ","1  ","6  ",-3,4.495,-2.505,-3.805,5.262,-0.767,8.3
"7534","7534  ",2.576,5.284,"0  ",0,"0  ","1  ","6  ",-3,4.195,-2.805,-4.105,5.262,-1.067,8.3
"7534","7534  ",2.996,5.704,"0  ",0,"0  ","1  ","6  ",-3,4.395,NA,NA,5.262,-0.867,8.3
"7534","7534  ",2.061,6.234,"0  ",0,"0  ","1  ","6  ",-3,6.195,-0.805,-2.105,5.262,0.933,8.3
"7547","7547  ",1.846,0.325,"1  ",0.325,"1  ","0  ","10  ",1,4.595,-2.405,0,5.626,-1.031,4.595
"7547","7547  ",2.537,1.205,"1  ",1.205,"1  ","0  ","10  ",1,5.995,-1.005,1.4,5.626,0.369,4.595
"7547","7547  ",1.532,1.894,"1  ",1.894,"1  ","0  ","10  ",1,7.5,0.5,2.905,5.626,1.874,4.595
"7547","7547  ",1.543,2.932,"1  ",2.932,"1  ","0  ","10  ",1,8.3,NA,NA,5.626,2.674,4.595
"7547","7547  ",1.562,3.51,"1  ",3.51,"1  ","0  ","10  ",1,4.595,-2.405,0,5.626,-1.031,4.595
"7547","7547  ",1.596,4.398,"1  ",4.398,"1  ","0  ","10  ",1,4.995,-2.005,0.4,5.626,-0.631,4.595
"7547","7547  ",1.566,4.536,"1  ",4.536,"1  ","0  ","10  ",1,5.195,-1.805,0.6,5.626,-0.431,4.595
"7547","7547  ",1.803,6.036,"1  ",6.036,"1  ","0  ","10  ",1,4.495,-2.505,-0.1,5.626,-1.131,4.595
"7547","7547  ",2.251,7.536,"1  ",7.536,"1  ","0  ","10  ",1,4.395,-2.605,-0.2,5.626,-1.231,4.595
"7547","7547  ",2.212,7.956,"1  ",7.956,"1  ","0  ","10  ",1,6.195,-0.805,1.6,5.626,0.569,4.595
"7549","7549  ",1.376,0.18,"0  ",0,"1  ","0  ","8  ",-1,4.595,-2.405,0,5.454,-0.859,4.595
"7549","7549  ",1.763,0.685,"0  ",0,"1  ","0  ","8  ",-1,5.995,-1.005,1.4,5.454,0.541,4.595
"7549","7549  ",1.547,1.666,"0  ",0,"1  ","0  ","8  ",-1,7.5,0.5,2.905,5.454,2.046,4.595
"7549","7549  ",1.668,2.8,"0  ",0,"1  ","0  ","8  ",-1,8.3,NA,NA,5.454,2.846,4.595
"7549","7549  ",1.693,3.62,"0  ",0,"1  ","0  ","8  ",-1,4.595,-2.405,0,5.454,-0.859,4.595
"7549","7549  ",1.736,4.678,"0  ",0,"1  ","0  ","8  ",-1,4.995,-2.005,0.4,5.454,-0.459,4.595
"7549","7549  ",2.357,5.717,"0  ",0,"1  ","0  ","8  ",-1,5.195,-1.805,0.6,5.454,-0.259,4.595
"7549","7549  ",2.153,7.024,"0  ",0,"1  ","0  ","8  ",-1,4.995,-2.005,0.4,5.454,-0.459,4.595
"7549","7549  ",2.177,8.14,"0  ",0,"1  ","0  ","8  ",-1,4.495,-2.505,-0.1,5.454,-0.959,4.595
"7549","7549  ",2.167,9.043,"0  ",0,"1  ","0  ","8  ",-1,4.195,-2.805,-0.4,5.454,-1.259,4.595
"7549","7549  ",2.146,10.159,"0  ",0,"1  ","0  ","8  ",-1,4.395,-2.605,-0.2,5.454,-1.059,4.595
"7549","7549  ",2.157,11.043,"0  ",0,"1  ","0  ","8  ",-1,6.195,-0.805,1.6,5.454,0.741,4.595
"7557","7557  ",1.788,1.038,"0  ",0,"0  ","1  ","11  ",2,5.995,-1.005,0,5.586,0.409,5.995
"7557","7557  ",1.763,2.038,"1  ",0,"0  ","1  ","11  ",2,7.5,0.5,1.505,5.586,1.914,5.995
"7557","7557  ",2.074,3.019,"1  ",0.981,"0  ","1  ","11  ",2,8.3,1.3,2.305,5.586,2.714,5.995
"7557","7557  ",1.794,4.038,"1  ",2,"0  ","1  ","11  ",2,4.595,-2.405,-1.4,5.586,-0.991,5.995
"7557","7557  ",1.819,5,"1  ",2.962,"0  ","1  ","11  ",2,4.995,-2.005,-1,5.586,-0.591,5.995
"7557","7557  ",1.838,6.038,"1  ",4,"0  ","1  ","11  ",2,5.195,-1.805,-0.8,5.586,-0.391,5.995
"7557","7557  ",2.267,7.173,"1  ",5.135,"0  ","1  ","11  ",2,4.495,-2.505,-1.5,5.586,-1.091,5.995
"7557","7557  ",2.493,8.077,"1  ",6.038,"0  ","1  ","11  ",2,4.195,-2.805,-1.8,5.586,-1.391,5.995
"7557","7557  ",2.549,9.5,"1  ",7.462,"0  ","1  ","11  ",2,4.395,-2.605,-1.6,5.586,-1.191,5.995
"7557","7557  ",2.592,10.308,"1  ",8.269,"0  ","1  ","11  ",2,6.195,-0.805,0.2,5.586,0.609,5.995
"7559","7559  ",1.54,0.591,"0  ",0,"0  ","1  ","7  ",-2,6.695,-0.305,0,7.855,-1.16,6.695
"7559","7559  ",1.576,0.715,"0  ",0,"0  ","1  ","7  ",-2,11,4,4.305,7.855,3.145,6.695
"7559","7559  ",1.439,1.456,"0  ",0,"0  ","1  ","7  ",-2,9.8,2.8,3.105,7.855,1.945,6.695
"7559","7559  ",1.455,2.054,"0  ",0,"0  ","1  ","7  ",-2,6.495,-0.505,-0.2,7.855,-1.36,6.695
"7559","7559  ",1.7,2.661,"0  ",0,"0  ","1  ","7  ",-2,7.6,0.6,0.905,7.855,-0.255,6.695
"7559","7559  ",1.593,3.596,"0  ",0,"0  ","1  ","7  ",-2,7,0,0.305,7.855,-0.855,6.695
"7559","7559  ",1.601,4.784,"0  ",0,"0  ","1  ","7  ",-2,7.855,0.855,1.16,7.855,0,6.695
"7559","7559  ",2.413,6.284,"0  ",0,"0  ","1  ","7  ",-2,6.395,-0.605,-0.3,7.855,-1.46,6.695
"7567","7567  ",1.412,0.795,"1  ",0.795,"1  ","0  ","8  ",-1,7.6,0.6,0,7.3,0.3,7.6
"7567","7567  ",1.096,1.91,"1  ",1.91,"1  ","0  ","8  ",-1,7,0,-0.6,7.3,-0.3,7.6
"7572","7572  ",1.749,0.696,"1  ",0.336,"0  ","1  ","8  ",-1,5.895,-1.105,0,6.246,-0.351,5.895
"7572","7572  ",2.911,0.837,"1  ",0.477,"0  ","1  ","8  ",-1,5.095,-1.905,-0.8,6.246,-1.151,5.895
"7572","7572  ",2.015,1.677,"1  ",1.317,"0  ","1  ","8  ",-1,5.495,-1.505,-0.4,6.246,-0.751,5.895
"7572","7572  ",1.282,1.737,"1  ",1.377,"0  ","1  ","8  ",-1,8.5,NA,2.605,6.246,2.254,5.895
"7589","7589  ",1.629,1.008,"0  ",0,"0  ","1  ","10  ",1,4.895,-2.105,0,7.161,-2.266,4.895
"7589","7589  ",1.824,1.95,"0  ",0,"0  ","1  ","10  ",1,6.695,-0.305,1.8,7.161,-0.466,4.895
"7589","7589  ",1.669,2.912,"0  ",0,"0  ","1  ","10  ",1,11,4,6.105,7.161,3.839,4.895
"7589","7589  ",1.748,3.835,"0  ",0,"0  ","1  ","10  ",1,9.8,2.8,4.905,7.161,2.639,4.895
"7589","7589  ",1.75,4.58,"0  ",0,"0  ","1  ","10  ",1,6.495,NA,1.6,7.161,-0.666,4.895
"7589","7589  ",1.768,5.02,"0  ",0,"0  ","1  ","10  ",1,7.6,0.6,2.705,7.161,0.439,4.895
"7589","7589  ",2.259,6.097,"0  ",0,"0  ","1  ","10  ",1,7,0,NA,7.161,-0.161,4.895
"7589","7589  ",2.086,7.597,"0  ",0,"0  ","1  ","10  ",1,5.895,-1.105,1,7.161,-1.266,4.895
"7589","7589  ",2.208,8.674,"0  ",0,"0  ","1  ","10  ",1,5.095,-1.905,0.2,7.161,-2.066,4.895
"7589","7589  ",2.248,9.354,"0  ",0,"0  ","1  ","10  ",1,5.795,-1.205,0.9,7.161,-1.366,4.895
"7589","7589  ",2.04,10.374,"0  ",0,"0  ","1  ","10  ",1,8.5,1.5,3.605,7.161,1.339,4.895
"7594","7594  ",1.803,0.705,"0  ",0,"0  ","1  ","10  ",1,11,4,NA,7.267,3.733,11
"7594","7594  ",1.815,1.705,"1  ",0,"0  ","1  ","10  ",1,9.8,2.8,-1.2,7.267,2.533,11
"7594","7594  ",1.804,2.667,"1  ",0.962,"0  ","1  ","10  ",1,6.495,-0.505,-4.505,7.267,-0.772,11
"7594","7594  ",1.778,3.782,"1  ",2.077,"0  ","1  ","10  ",1,7.6,0.6,-3.4,7.267,0.333,11
"7594","7594  ",1.789,4.754,"1  ",3.049,"0  ","1  ","10  ",1,7,0,-4,7.267,-0.268,11
"7594","7594  ",1.798,5.889,"1  ",4.184,"0  ","1  ","10  ",1,5.895,-1.105,NA,7.267,-1.372,11
"7594","7594  ",1.747,7.042,"1  ",5.337,"0  ","1  ","10  ",1,5.095,-1.905,-5.905,7.267,-2.172,11
"7594","7594  ",1.909,8.119,"1  ",6.414,"0  ","1  ","10  ",1,5.795,-1.205,-5.205,7.267,-1.472,11
"7594","7594  ",2.079,9.023,"1  ",7.318,"0  ","1  ","10  ",1,5.495,-1.505,-5.505,7.267,-1.773,11
"7594","7594  ",1.529,9.863,"1  ",8.158,"0  ","1  ","10  ",1,8.5,1.5,-2.5,7.267,1.232,11
"7641","7641  ",1.248,0.516,"1  ",0.516,"1  ","0  ","11  ",2,6.595,-0.405,0,7.944,-1.349,6.595
"7641","7641  ",1.788,0.916,"1  ",0.916,"1  ","0  ","11  ",2,5.695,-1.305,-0.9,7.944,-2.249,6.595
"7641","7641  ",1.645,1.256,"1  ",1.256,"1  ","0  ","11  ",2,8.6,1.6,2.005,7.944,0.656,6.595
"7641","7641  ",1.729,2.256,"1  ",2.256,"1  ","0  ","11  ",2,10.4,3.4,3.805,7.944,2.456,6.595
"7641","7641  ",1.845,3.217,"1  ",3.217,"1  ","0  ","11  ",2,8.3,1.3,1.705,7.944,0.356,6.595
"7641","7641  ",1.656,3.937,"1  ",3.937,"1  ","0  ","11  ",2,9,2,NA,7.944,1.056,6.595
"7641","7641  ",1.464,3.991,"1  ",3.991,"1  ","0  ","11  ",2,9.8,2.8,3.205,7.944,1.856,6.595
"7641","7641  ",1.749,4.611,"1  ",4.611,"1  ","0  ","11  ",2,8.6,1.6,2.005,7.944,0.656,6.595
"7641","7641  ",1.773,5.109,"1  ",5.109,"1  ","0  ","11  ",2,7.2,0.2,0.605,7.944,-0.744,6.595
"7641","7641  ",1.792,6.301,"1  ",6.301,"1  ","0  ","11  ",2,5.795,-1.205,-0.8,7.944,-2.149,6.595
"7641","7641  ",1.711,7.128,"1  ",7.128,"1  ","0  ","11  ",2,7.4,0.4,0.805,7.944,-0.544,6.595
"7714","7714  ",1.712,0.3,"0  ",0,"1  ","0  ","9  ",0,5.895,-1.105,0,9.521,-3.626,5.895
"7714","7714  ",1.527,0.885,"0  ",0,"1  ","0  ","9  ",0,7.8,0.8,1.905,9.521,-1.721,5.895
"7714","7714  ",1.491,0.99,"0  ",0,"1  ","0  ","9  ",0,14.8,7.8,8.905,9.521,5.279,5.895
"7714","7714  ",2.142,1.242,"0  ",0,"1  ","0  ","9  ",0,12,5,6.105,9.521,2.479,5.895
"7714","7714  ",1.103,1.382,"0  ",0,"1  ","0  ","9  ",0,12,5,6.105,9.521,2.479,5.895
"7714","7714  ",1.307,2.277,"0  ",0,"1  ","0  ","9  ",0,11.5,4.5,5.605,9.521,1.979,5.895
"7714","7714  ",1.66,2.597,"0  ",0,"1  ","0  ","9  ",0,8.6,1.6,2.705,9.521,-0.921,5.895
"7714","7714  ",1.609,2.889,"0  ",0,"1  ","0  ","9  ",0,6.795,NA,0.9,9.521,-2.726,5.895
"7714","7714  ",1.57,3.689,"0  ",0,"1  ","0  ","9  ",0,6.295,-0.705,0.4,9.521,-3.226,5.895
"7758","7758  ",2.575,1.304,"0  ",0,"0  ","0  ","10  ",1,3.995,-3.005,0,5.796,-1.801,3.995
"7758","7758  ",1.987,1.979,"0  ",0,"0  ","0  ","10  ",1,7.7,0.7,3.705,5.796,1.904,3.995
"7758","7758  ",1.418,2.279,"0  ",0,"0  ","0  ","10  ",1,6.095,-0.905,2.1,5.796,0.299,3.995
"7758","7758  ",2.633,2.299,"0  ",0,"0  ","0  ","10  ",1,6.195,NA,2.2,5.796,0.399,3.995
"7758","7758  ",1.526,2.349,"0  ",0,"0  ","0  ","10  ",1,6.9,-0.1,2.905,5.796,1.104,3.995
"7758","7758  ",0.967,2.889,"0  ",0,"0  ","0  ","10  ",1,5.195,-1.805,1.2,5.796,-0.601,3.995
"7758","7758  ",1.314,3.594,"0  ",0,"0  ","0  ","10  ",1,4.495,-2.505,0.5,5.796,-1.301,3.995
"7780","7780  ",2.737,4.198,"1  ",4.083,"0  ","0  ","8  ",-1,4.395,-2.605,0,3.895,0.5,4.395
"7780","7780  ",2.297,5.064,"1  ",4.948,"0  ","0  ","8  ",-1,3.395,-3.605,-1,3.895,-0.5,4.395
"7803","7803  ",1.376,0.68,"0  ",0,"1  ","0  ","7  ",-2,4.595,-2.405,0,5.285,-0.69,4.595
"7803","7803  ",1.892,1.738,"0  ",0,"1  ","0  ","7  ",-2,5.795,-1.205,1.2,5.285,0.51,4.595
"7803","7803  ",1.856,2.603,"0  ",0,"1  ","0  ","7  ",-2,3.795,-3.205,-0.8,5.285,-1.49,4.595
"7803","7803  ",1.887,3.751,"0  ",0,"1  ","0  ","7  ",-2,4.395,-2.605,-0.2,5.285,-0.89,4.595
"7803","7803  ",1.389,3.792,"0  ",0,"1  ","0  ","7  ",-2,5.395,-1.605,0.8,5.285,0.11,4.595
"7803","7803  ",1.61,4.812,"0  ",0,"1  ","0  ","7  ",-2,5.695,-1.305,1.1,5.285,0.41,4.595
"7803","7803  ",1.707,5.784,"0  ",0,"1  ","0  ","7  ",-2,6.395,-0.605,1.8,5.285,1.11,4.595
"7803","7803  ",2.353,5.892,"0  ",0,"1  ","0  ","7  ",-2,4.995,-2.005,0.4,5.285,-0.29,4.595
"7803","7803  ",1.335,6.258,"0  ",0,"1  ","0  ","7  ",-2,6.195,-0.805,1.6,5.285,0.91,4.595
"7803","7803  ",1.57,6.398,"0  ",0,"1  ","0  ","7  ",-2,5.595,-1.405,1,5.285,0.31,4.595
"7812","7812  ",1.418,0.942,"1  ",0.942,"1  ","0  ","8  ",-1,4.395,-2.605,0,5.375,-0.98,4.395
"7812","7812  ",1.433,2.058,"1  ",2.058,"1  ","0  ","8  ",-1,5.395,-1.605,1,5.375,0.02,4.395
"7812","7812  ",1.932,3.385,"1  ",3.385,"1  ","0  ","8  ",-1,5.695,-1.305,1.3,5.375,0.32,4.395
"7812","7812  ",2.218,4.19,"1  ",4.19,"1  ","0  ","8  ",-1,6.395,-0.605,2,5.375,1.02,4.395
"7812","7812  ",2.145,5.15,"1  ",5.15,"1  ","0  ","8  ",-1,4.995,-2.005,0.6,5.375,-0.38,4.395
"7816","7816  ",1.491,0.134,"0  ",0,"1  ","0  ","9  ",0,5.795,-1.205,NA,5.262,0.533,5.795
"7816","7816  ",2.042,0.154,"0  ",0,"1  ","0  ","9  ",0,4.395,-2.605,-1.4,5.262,-0.867,5.795
"7816","7816  ",1.464,0.641,"1  ",0.487,"1  ","0  ","9  ",0,5.595,-1.405,-0.2,5.262,0.333,5.795
"7837","7837  ",1.49,0.175,"0  ",0,"0  ","1  ","9  ",0,4.695,-2.305,0,6.247,-1.552,4.695
"7837","7837  ",1.725,1.213,"0  ",0,"0  ","1  ","9  ",0,3.595,-3.405,-1.1,6.247,-2.652,4.695
"7837","7837  ",1.353,1.538,"0  ",0,"0  ","1  ","9  ",0,4.895,-2.105,NA,6.247,-1.352,4.695
"7837","7837  ",1.984,2.253,"0  ",0,"0  ","1  ","9  ",0,8,1,3.305,6.247,1.753,4.695
"7837","7837  ",1.972,2.358,"0  ",0,"0  ","1  ","9  ",0,9.3,2.3,4.605,6.247,3.053,4.695
"7837","7837  ",1.749,3.758,"0  ",0,"0  ","1  ","9  ",0,9,2,4.305,6.247,2.753,4.695
"7837","7837  ",1.667,4.682,"0  ",0,"0  ","1  ","9  ",0,7.8,0.8,3.105,6.247,1.553,4.695
"7837","7837  ",3.046,4.79,"0  ",0,"0  ","1  ","9  ",0,5.495,-1.505,NA,6.247,-0.752,4.695
"7837","7837  ",1.974,5.982,"0  ",0,"0  ","1  ","9  ",0,4.495,-2.505,-0.2,6.247,-1.752,4.695
"7837","7837  ",1.473,6.614,"0  ",0,"0  ","1  ","9  ",0,5.195,-1.805,0.5,6.247,-1.052,4.695
"7839","7839  ",0.939,0.623,"1  ",0.122,"1  ","0  ","9  ",0,7.4,0.4,0,7.365,0.035,7.4
"7839","7839  ",1.885,1.928,"1  ",1.427,"1  ","0  ","9  ",0,9.3,2.3,1.9,7.365,1.935,7.4
"7839","7839  ",1.238,3.238,"1  ",2.737,"1  ","0  ","9  ",0,9,2,1.6,7.365,1.635,7.4
"7839","7839  ",1.351,3.548,"1  ",3.047,"1  ","0  ","9  ",0,7.8,0.8,0.4,7.365,0.435,7.4
"7839","7839  ",1.303,3.618,"1  ",3.117,"1  ","0  ","9  ",0,5.495,-1.505,-1.905,7.365,-1.87,7.4
"7839","7839  ",1.709,5.118,"1  ",4.617,"1  ","0  ","9  ",0,5.195,-1.805,-2.205,7.365,-2.17,7.4
"7840","7840  ",1.879,1.346,"0  ",0,"0  ","1  ","7  ",-2,2.895,-4.105,0,6.315,-3.42,2.895
"7840","7840  ",2.868,1.924,"0  ",0,"0  ","1  ","7  ",-2,4.695,-2.305,NA,6.315,-1.62,2.895
"7840","7840  ",1.987,2.756,"0  ",0,"0  ","1  ","7  ",-2,3.595,-3.405,0.7,6.315,-2.72,2.895
"7840","7840  ",1.71,3.305,"0  ",0,"0  ","1  ","7  ",-2,4.895,-2.105,2,6.315,-1.42,2.895
"7840","7840  ",1.668,3.383,"0  ",0,"0  ","1  ","7  ",-2,10,3,7.105,6.315,3.685,2.895
"7840","7840  ",1.632,4.463,"0  ",0,"0  ","1  ","7  ",-2,7.4,NA,4.505,6.315,1.085,2.895
"7840","7840  ",1.596,5.151,"0  ",0,"0  ","1  ","7  ",-2,8,1,5.105,6.315,1.685,2.895
"7840","7840  ",1.885,6.266,"0  ",0,"0  ","1  ","7  ",-2,9.3,2.3,6.405,6.315,2.985,2.895
"7840","7840  ",1.318,6.526,"0  ",0,"0  ","1  ","7  ",-2,9,2,6.105,6.315,2.685,2.895
"7840","7840  ",1.386,6.596,"0  ",0,"0  ","1  ","7  ",-2,4.495,-2.505,1.6,6.315,-1.82,2.895
"7840","7840  ",1.57,6.756,"0  ",0,"0  ","1  ","7  ",-2,5.195,NA,2.3,6.315,-1.12,2.895
"7847","7847  ",1.879,0.442,"1  ",0.442,"1  ","0  ","10  ",1,6.495,-0.505,0,10.188,-3.693,6.495
"7847","7847  ",1.919,1.462,"1  ",1.462,"1  ","0  ","10  ",1,7.8,0.8,1.305,10.188,-2.388,6.495
"7847","7847  ",2.058,2.442,"1  ",2.442,"1  ","0  ","10  ",1,7.4,0.4,0.905,10.188,-2.788,6.495
"7847","7847  ",2.636,3.182,"1  ",3.182,"1  ","0  ","10  ",1,13.1,6.1,6.605,10.188,2.912,6.495
"7847","7847  ",1.996,4.042,"1  ",4.042,"1  ","0  ","10  ",1,14.7,7.7,8.205,10.188,4.512,6.495
"7847","7847  ",1.96,4.887,"1  ",4.887,"1  ","0  ","10  ",1,15.2,8.2,8.705,10.188,5.012,6.495
"7847","7847  ",1.714,6.06,"1  ",6.06,"1  ","0  ","10  ",1,8,1,1.505,10.188,-2.188,6.495
"7847","7847  ",1.777,7.041,"1  ",7.041,"1  ","0  ","10  ",1,9.3,2.3,2.805,10.188,-0.888,6.495
"7847","7847  ",2.698,8.541,"1  ",8.541,"1  ","0  ","10  ",1,9.7,2.7,3.205,10.188,-0.488,6.495
"7848","7848  ",1.987,0.66,"0  ",0,"1  ","0  ","9  ",0,7.4,0.4,0,11.621,-4.221,7.4
"7848","7848  ",1.851,2.083,"0  ",0,"1  ","0  ","9  ",0,14.7,7.7,7.3,11.621,3.079,7.4
"7848","7848  ",1.75,3.064,"0  ",0,"1  ","0  ","9  ",0,15.2,8.2,7.8,11.621,3.579,7.4
"7848","7848  ",1.596,3.451,"0  ",0,"1  ","0  ","9  ",0,8,1,0.6,11.621,-3.621,7.4
"7848","7848  ",1.645,4.432,"0  ",0,"1  ","0  ","9  ",0,14,7,6.6,11.621,2.379,7.4
"7848","7848  ",1.056,5.74,"0  ",0,"1  ","0  ","9  ",0,17.8,10.8,10.4,11.621,6.179,7.4
"7848","7848  ",1.602,7.182,"0  ",0,"1  ","0  ","9  ",0,14.6,7.6,7.2,11.621,2.979,7.4
"7848","7848  ",2.14,8.682,"0  ",0,"1  ","0  ","9  ",0,6.595,-0.405,-0.805,11.621,-5.026,7.4
"7848","7848  ",1.975,9.374,"0  ",0,"1  ","0  ","9  ",0,6.295,-0.705,-1.105,11.621,-5.326,7.4
"7866","7866  ",1.63,0.67,"0  ",0,"0  ","1  ","8  ",-1,10,3,0,7.774,2.226,10
"7866","7866  ",1.527,0.987,"0  ",0,"0  ","1  ","8  ",-1,7.4,0.4,-2.6,7.774,-0.374,10
"7866","7866  ",1.993,1.327,"0  ",0,"0  ","1  ","8  ",-1,8,1,-2,7.774,0.226,10
"7866","7866  ",1.894,1.957,"0  ",0,"0  ","1  ","8  ",-1,9.3,2.3,-0.7,7.774,1.526,10
"7866","7866  ",1.393,2.122,"0  ",0,"0  ","1  ","8  ",-1,9,2,NA,7.774,1.226,10
"7866","7866  ",2.177,3.622,"0  ",0,"0  ","1  ","8  ",-1,7.8,0.8,-2.2,7.774,0.026,10
"7866","7866  ",1.498,4.18,"0  ",0,"0  ","1  ","8  ",-1,5.495,-1.505,-4.505,7.774,-2.279,10
"7866","7866  ",2.129,5.68,"0  ",0,"0  ","1  ","8  ",-1,5.195,-1.805,-4.805,7.774,-2.579,10
"7870","7870  ",2.074,0.923,"0  ",0,"0  ","0  ","11  ",2,6.395,-0.605,0,6.121,0.274,6.395
"7870","7870  ",2.118,1.769,"0  ",0,"0  ","0  ","11  ",2,5.095,-1.905,NA,6.121,-1.026,6.395
"7870","7870  ",2.566,2.827,"0  ",0,"0  ","0  ","11  ",2,4.995,-2.005,-1.4,6.121,-1.126,6.395
"7870","7870  ",2.677,3.865,"0  ",0,"0  ","0  ","11  ",2,6.395,-0.605,0,6.121,0.274,6.395
"7870","7870  ",1.845,4.942,"0  ",0,"0  ","0  ","11  ",2,8,1,1.605,6.121,1.879,6.395
"7870","7870  ",1.602,6.135,"0  ",0,"0  ","0  ","11  ",2,6.695,-0.305,0.3,6.121,0.574,6.395
"7870","7870  ",1.997,7.192,"0  ",0,"0  ","0  ","11  ",2,6.295,-0.705,-0.1,6.121,0.174,6.395
"7870","7870  ",2.89,8.423,"0  ",0,"0  ","0  ","11  ",2,5.095,-1.905,-1.3,6.121,-1.026,6.395
"7881","7881  ",1.663,0.899,"1  ",0.899,"0  ","0  ","9  ",0,4.695,-2.305,0,7.659,-2.964,4.695
"7881","7881  ",1.58,1.745,"1  ",1.745,"0  ","0  ","9  ",0,9.8,2.8,5.105,7.659,2.141,4.695
"7881","7881  ",1.632,2.302,"1  ",2.302,"0  ","0  ","9  ",0,7.9,0.9,3.205,7.659,0.241,4.695
